name,avg_objects_per_frame,avg_pitch,avg_roll,avg_yaw,blink_rate_per_sec,blinks_early,blinks_late,blinks_mid,body_movement_bursts,body_movement_rate,dominant_emotion,duration,emotion_Angry,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Unknown,emotion_switch_rate,emotion_switches,engagement_score,eye_dir_center,eye_dir_down,eye_dir_left,eye_dir_right,eye_dir_up,eye_direction_entropy,filename,final_emotion,head_jerk_rate,head_rotation_per_sec,head_rotation_variance,label,max_blink_streak,person_presence_gaps,person_visible_ratio,suspicious_object_detected,time_to_first_emotion_switch,total_blinks,unique_objects_count
edd278d3,1.377798,90.587323,-32.120577,9.70651,0.857931,48,24,2,0,0.421558,Sad,5.21,1.239645,0.408139,2.857198,2.236655,0.24251,0.90614,0.798354,444,0.316669,0.395726,0.019927,0.054907,0.010816,0.130116,0.518872,c1e3ca9c.json,Neutral,0.384547,233.968449,6818.184332,cheating,8,5,0.824239,1,5.822444,390,6
ade14ab8,1.92554,68.331408,-33.415365,137.107632,2.398426,10,15,24,23,0.043948,Neutral,0.97,1.985007,0.20166,2.100366,2.014635,0.230127,0.999633,0.768112,155,0.478135,0.706927,0.198028,0.05957,0.097191,0.12564,0.57431,21c8ecfb.json,Neutral,0.587608,82.750458,4414.790881,cheating,33,1,0.845828,1,3.742485,129,13
b9ca7f58,2.949873,60.66024,-35.441992,97.113064,0.7537,4,7,39,25,0.529513,Happy,4.95,0.997608,0.939291,2.283042,1.502992,0.24642,0.385623,0.642656,409,0.508381,0.384676,0.116912,0.120653,0.066463,0.100291,0.396518,24813b9b.json,Happy,0.89171,276.296773,7880.145678,cheating,31,5,0.86632,1,4.808623,462,5
08b51d61,1.51457,68.366345,-38.435664,-1.404024,0.505907,4,35,25,11,0.363707,Sad,3.94,2.384406,0.85874,2.296472,3.849391,0.038184,0.718832,0.132936,308,0.166684,0.429298,0.016167,0.196795,0.195529,0.15974,0.689337,63a9517f.json,Happy,0.540468,37.011677,13045.726659,cheating,6,7,0.85848,1,5.625766,285,3
77023653,2.970428,64.181839,-30.047737,-68.116635,0.506588,46,30,35,10,0.472001,Sad,4.91,0.613786,0.14372,0.703397,1.791865,0.128809,0.164536,0.251166,428,0.984081,0.375489,0.187845,8.5e-05,0.104473,0.021776,0.577563,58f78eca.json,Neutral,0.423485,71.150673,16569.792005,cheating,7,5,0.898509,1,7.501216,374,12
fc91c327,0.858592,75.262097,-30.269933,29.673424,2.324082,29,32,19,11,0.199955,Sad,0.44,2.749227,0.845554,2.518179,1.955275,0.714057,0.280795,0.548069,431,0.031144,0.570657,0.038183,0.190353,0.076687,0.045068,0.681846,4a522527.json,Happy,0.124786,74.221763,16459.89816,cheating,14,1,0.911469,1,5.937544,244,5
e4e029d0,1.59201,94.320974,-30.719936,-94.146723,0.868178,7,29,3,27,0.272448,Angry,0.82,2.162583,0.53501,2.76099,0.698433,0.857695,0.245325,0.185831,81,0.828949,0.465412,0.126433,0.094721,0.150183,0.185985,0.618918,3a33478a.json,Sad,0.231105,215.909678,8566.469189,cheating,20,2,0.91209,1,8.469619,294,18
6c1e930f,2.778624,84.74345,-44.594401,-117.576763,2.484323,36,36,23,22,0.348898,Angry,9.99,2.793838,0.669984,2.588201,3.131695,0.376465,0.322278,0.455618,310,0.498933,0.799846,0.127998,0.121693,0.108462,0.092771,0.51864,ba473fcd.json,Happy,0.610492,187.781647,9542.499101,cheating,15,7,0.88381,1,4.575689,103,15
bf012dcd,1.685397,84.043948,-38.069836,82.327042,2.462679,7,30,26,30,0.486037,Angry,2.18,2.493,0.112107,1.665987,3.312364,0.7703,0.357405,0.271034,48,0.760354,0.487747,0.116262,0.105436,0.045064,0.03593,0.454525,8460f28c.json,Happy,0.908947,152.990325,13313.583495,cheating,22,2,0.85099,1,4.779576,532,3
0b180831,2.766552,66.305555,-40.790601,52.092927,1.112399,0,28,49,21,0.456827,Sad,8.6,2.279375,0.427899,2.219587,2.27725,0.727048,0.821941,0.510126,530,0.142976,0.588872,0.115979,0.005907,0.11778,0.08029,0.52148,9740ae9f.json,Sad,0.435186,52.800761,19012.986889,cheating,22,3,0.874777,1,6.224964,151,19
3c8ffba4,1.967628,85.777117,-30.99773,-86.444189,1.687195,9,39,35,24,0.190095,Neutral,9.51,1.287208,0.809954,2.659886,1.456922,0.944267,0.218375,0.745859,138,0.132635,0.596973,0.158232,0.004543,0.086841,0.138313,0.548775,2376ed32.json,Happy,0.397461,106.982364,3588.01982,cheating,32,1,0.998041,0,7.089448,419,20
b19e5d0c,2.878808,89.506619,-37.140024,34.838581,1.614297,11,11,17,15,0.09204,Angry,8.58,1.326621,0.064593,2.048031,1.042407,0.246776,0.528902,0.662784,197,0.912532,0.510629,0.080714,0.049207,0.162964,0.024827,0.382117,66807231.json,Neutral,0.428651,24.328789,12904.111117,cheating,19,2,0.914716,0,1.949534,19,5
a9af909f,0.95815,72.200375,-42.119633,8.595605,2.098145,4,32,35,14,0.324191,Sad,7.45,2.176645,0.272403,1.119234,0.88337,0.70242,0.195715,0.283914,204,0.631598,0.192159,0.12955,0.152557,0.066647,0.163624,0.481486,29fb77dc.json,Happy,0.966308,112.332672,5947.33338,cheating,3,4,0.959342,1,5.47187,269,11
9ba6b43a,2.947223,60.833666,-39.539313,71.27287,2.188214,26,16,42,6,0.055121,Happy,1.66,1.614496,0.833017,2.414922,0.965313,0.528496,0.642516,0.522848,173,0.996495,0.352312,0.161931,0.118486,0.022087,0.020991,0.374964,c59acbba.json,Sad,0.927915,248.125372,19379.961659,cheating,32,0,0.990963,0,5.307309,582,13
e2e8dacd,1.090482,64.172,-39.103065,10.360551,2.492899,30,49,22,21,0.315558,Happy,5.77,1.262334,0.918277,0.794272,1.139445,0.525091,0.5401,0.508787,509,0.794734,0.113323,0.18797,0.159081,0.115312,0.149826,0.633205,fadba58a.json,Happy,0.618746,287.032442,6645.371215,cheating,9,6,0.885886,1,5.733866,349,19
3eab96e0,0.67951,65.072161,-34.04102,-62.658538,0.451801,31,32,43,7,0.534698,Neutral,7.24,0.898117,0.854563,0.65816,3.235993,0.172837,0.224891,0.359623,439,0.946815,0.556502,0.144763,0.145787,0.008894,0.198631,0.523627,e3c189f3.json,Sad,0.749026,219.94443,19860.220154,cheating,5,1,0.810071,0,6.344155,82,13
b78c2c47,1.710359,92.981473,-43.557467,-13.001348,2.286842,43,22,44,3,0.460978,Neutral,7.45,2.453114,0.195975,2.993548,0.583231,0.310304,0.039641,0.647045,14,0.276368,0.484451,0.16872,0.040166,0.144793,0.04827,0.5871,fcadceb1.json,Happy,0.265666,277.044462,19171.708366,cheating,13,4,0.879865,1,9.522444,138,3
5ccda6ae,1.203731,65.880256,-36.971401,75.376861,0.975706,34,23,4,18,0.188718,Neutral,2.3,0.90594,0.953348,1.990459,3.28252,0.201147,0.310521,0.288093,254,0.431249,0.606873,0.082756,0.115356,0.164351,0.121076,0.638913,08fe5f9f.json,Happy,0.224096,242.973873,11404.270362,cheating,29,3,0.8858,1,7.368495,504,5
355fb15b,1.550791,96.047103,-39.611202,-54.307013,2.331824,39,29,10,18,0.51335,Happy,4.77,2.000286,0.252771,0.532954,1.847193,0.393345,0.449133,0.608491,302,0.237247,0.728502,0.072724,0.156712,0.106599,0.147968,0.380744,812fdf97.json,Happy,0.128368,145.362431,16359.575823,cheating,35,6,0.810771,1,7.523071,438,2
f35b2810,2.128995,84.790114,-32.263844,51.923529,2.317727,37,36,48,3,0.136584,Happy,5.53,1.00781,0.550409,2.764891,1.991176,0.74075,0.79562,0.27667,323,0.956905,0.581405,0.034836,0.01427,0.147619,0.188439,0.588925,cabd8791.json,Happy,0.748524,199.957864,16217.138993,cheating,3,0,0.873378,0,2.826674,362,17
2f0a34d1,1.318477,62.69537,-42.346724,46.752283,1.591777,40,40,39,23,0.412905,Sad,7.0,2.347219,0.084112,2.776284,2.0259,0.318892,0.767567,0.080725,298,0.056807,0.146365,0.178778,0.014667,0.02209,0.192132,0.556963,a82ee8a9.json,Sad,0.840539,146.210927,3622.220381,cheating,3,0,0.949139,1,9.866466,39,17
fdc2d42b,1.328713,80.294235,-42.005251,93.177826,1.473831,44,22,4,11,0.578414,Angry,7.24,0.40709,0.587085,2.173038,0.941374,0.855605,0.616403,0.459841,213,0.688262,0.57733,0.139401,0.02576,0.146421,0.109466,0.576199,2bbf4d9a.json,Neutral,0.528231,207.334726,19179.747769,cheating,29,6,0.982323,1,7.416857,466,17
042dfc14,2.026522,97.455163,-43.940893,156.532443,1.160541,34,25,41,20,0.410626,Happy,4.47,0.52672,0.020411,0.999044,3.453547,0.876475,0.036785,0.508801,444,0.726911,0.292899,0.154713,0.00483,0.197609,0.136091,0.760831,98162058.json,Sad,0.152974,289.954546,1010.372318,cheating,13,0,0.979259,1,5.828822,219,6
ae62419a,2.9576,77.790681,-41.709517,139.747815,1.485618,39,1,1,5,0.054952,Neutral,4.32,1.401051,0.391439,1.144484,3.151841,0.944427,0.282869,0.528999,480,0.226646,0.322348,0.116013,0.115462,0.008196,0.027729,0.421992,4467f7f3.json,Sad,0.113395,281.313703,346.399642,cheating,19,5,0.940837,0,9.925946,450,17
d4d8b3fe,1.776734,76.352384,-36.127028,-115.18515,1.881402,9,8,26,0,0.124663,Angry,9.44,2.425991,0.126602,2.488041,1.246453,0.192959,0.757018,0.669501,272,0.612318,0.139622,0.162255,0.101915,0.057965,0.03139,0.448544,8ded651a.json,Neutral,0.550179,68.679584,14951.928376,cheating,10,4,0.95587,0,4.129554,61,20
be6ec790,2.417767,88.419249,-40.17509,5.016122,1.964244,21,44,0,9,0.047112,Angry,2.41,0.829951,0.145756,1.405631,0.767829,0.410772,0.239311,0.283202,76,0.365047,0.498649,0.024068,0.01692,0.177538,0.158511,0.478622,39d13af4.json,Sad,0.311755,124.353249,19206.417757,cheating,17,5,0.960094,1,6.40667,223,6
fec1c126,1.717065,87.74699,-37.808148,134.798498,1.626644,34,30,28,18,0.465343,Neutral,4.38,1.383453,0.433135,1.344577,0.683504,0.178565,0.373198,0.340725,188,0.315867,0.772331,0.048705,0.156504,0.146162,0.074035,0.642752,e4cf310a.json,Neutral,0.164823,108.759741,15524.178548,cheating,9,7,0.919218,0,6.363152,151,11
fb01f5b2,2.77229,61.945236,-31.897961,-19.003397,0.623227,0,37,25,5,0.432756,Happy,8.54,0.039674,0.232282,1.007736,2.900469,0.920421,0.249444,0.439812,579,0.551333,0.40784,0.021744,0.003332,0.073535,0.115461,0.605375,fb205825.json,Happy,0.219985,155.425772,9244.134434,cheating,34,1,0.994508,1,7.989518,365,4
f13c7f2f,0.68659,68.842252,-44.507634,7.844539,2.131165,41,6,33,4,0.330263,Angry,3.44,2.534047,0.26974,2.035509,2.061489,0.836893,0.120329,0.891903,40,0.975233,0.582491,0.180572,0.16875,0.132729,0.03619,0.733287,589bf66f.json,Sad,0.987239,91.793882,3342.727201,cheating,30,5,0.914426,1,9.800324,55,4
057b77e2,2.889216,92.149584,-38.098109,-16.043564,2.373416,16,3,40,12,0.282774,Neutral,4.27,1.443271,0.231007,1.549435,0.65939,0.433807,0.306045,0.180398,473,0.789152,0.451595,0.017876,0.157181,0.153102,0.064436,0.694943,17244d21.json,Sad,0.231945,44.902944,13610.561384,cheating,9,2,0.879231,1,4.741171,432,13
950511b3,0.709398,61.455022,-38.112256,-22.274528,1.537824,39,27,6,1,0.052907,Neutral,9.84,2.179753,0.34317,1.980073,3.971494,0.704792,0.775346,0.927349,49,0.719788,0.744933,0.012373,0.186301,0.167056,0.150194,0.528463,ac9aa3de.json,Neutral,0.11466,239.619038,16455.238827,cheating,5,1,0.86352,0,6.28337,45,17
68c171aa,1.688467,95.269076,-30.727659,144.587247,1.650113,27,13,48,24,0.188208,Neutral,5.72,0.498122,0.522545,2.999586,3.8561,0.706221,0.874689,0.587307,210,0.813853,0.509248,0.073103,0.106039,0.136243,0.066915,0.622207,902129a8.json,Sad,0.581701,187.541721,14527.340795,cheating,20,4,0.829059,0,3.712592,266,13
72b5f311,2.855299,85.514799,-30.139585,105.001679,1.160478,28,38,37,17,0.14503,Neutral,1.1,0.290411,0.344662,0.572915,3.563082,0.22389,0.611492,0.54731,343,0.862082,0.221771,0.129654,0.162675,0.105282,0.178191,0.516199,46d62de8.json,Sad,0.799896,226.10079,16321.584995,cheating,24,8,0.920327,0,4.118481,190,16
d73ef229,1.483141,69.722494,-39.546414,71.739848,1.417255,8,6,28,11,0.045717,Neutral,8.04,0.43401,0.250485,2.122106,3.068089,0.994569,0.695219,0.982259,366,0.336892,0.500869,0.09953,0.09548,0.162502,0.165387,0.307194,012fdb39.json,Happy,0.615453,129.733176,5079.606124,cheating,21,3,0.94953,0,8.722765,168,6
70d170f3,1.974912,66.986458,-41.655091,123.056392,0.582359,49,22,9,8,0.387699,Angry,3.97,1.615174,0.893129,0.673034,1.293648,0.536037,0.161551,0.195259,45,0.210431,0.127385,0.166315,0.047037,0.190443,0.037841,0.34368,5ef07cb9.json,Neutral,0.615066,294.808712,307.257544,cheating,20,4,0.829205,0,9.994816,417,14
a15435d8,0.960299,87.229395,-41.059945,-87.569936,2.326486,43,30,12,14,0.282165,Angry,5.27,0.249799,0.017091,2.998035,2.348324,0.399101,0.629453,0.530202,189,0.630188,0.418527,0.03087,0.021671,0.092364,0.138195,0.540692,1ae27f81.json,Neutral,0.801871,266.736787,16834.212462,cheating,4,7,0.91292,0,1.535128,417,2
9f9c42f0,0.923278,80.133378,-39.567362,75.836152,2.214597,46,0,2,3,0.373676,Neutral,3.23,0.138348,0.885317,1.840945,3.939059,0.943095,0.725835,0.076104,488,0.393033,0.658191,0.188953,0.007575,0.10298,0.177499,0.399602,8c89fef5.json,Neutral,0.266205,115.45647,6123.087887,cheating,24,3,0.874722,1,6.524136,85,13
5b3b29d0,1.504002,83.477984,-37.951012,92.809253,1.07921,11,32,14,4,0.380218,Neutral,6.33,1.046483,0.824118,0.956598,0.89708,0.918434,0.72494,0.735373,42,0.710193,0.260487,0.103759,0.073058,0.006615,0.046401,0.474722,7846e9ad.json,Neutral,0.97268,140.710858,19925.529058,cheating,35,5,0.825527,0,6.829205,25,14
42ae5491,0.518107,87.659089,-33.089541,138.746287,2.240683,35,43,36,23,0.155473,Happy,2.3,1.925087,0.4225,2.84731,2.095049,0.428228,0.829897,0.625511,592,0.395701,0.750531,0.119497,0.159243,0.163022,0.159545,0.786336,afce1835.json,Sad,0.623262,178.632904,15921.54018,cheating,12,5,0.866558,1,7.081684,276,3
17614532,1.369993,84.992623,-43.04002,150.64955,2.215806,34,10,44,20,0.488952,Angry,5.01,0.694394,0.410547,1.159215,2.347379,0.147499,0.089125,0.327818,242,0.600226,0.491575,0.180421,0.049562,0.038438,0.058887,0.602936,ebfc6b6c.json,Sad,0.324374,254.056078,1421.490756,cheating,20,2,0.874311,1,5.341221,376,17
70dd51e0,0.62254,95.416846,-42.812636,105.400361,1.746747,2,42,28,10,0.021559,Neutral,1.01,2.966191,0.208983,0.513854,1.379288,0.175857,0.45298,0.261658,462,0.682715,0.111505,0.16778,0.077555,0.1083,0.16868,0.410171,0847f9ce.json,Neutral,0.470073,213.431346,18023.63143,cheating,7,4,0.922201,1,3.330948,353,10
aefd28b6,1.251561,95.358651,-32.729976,67.144929,0.601911,32,35,25,18,0.388018,Angry,4.13,0.549792,0.29649,2.704233,3.887427,0.306627,0.093946,0.102174,126,0.37043,0.431865,0.130637,0.131127,0.092512,0.179855,0.533331,ff5cd167.json,Neutral,0.658083,120.506924,5500.859325,cheating,34,8,0.899357,1,4.947697,574,5
2120a03c,1.889611,93.65123,-32.55405,-15.214867,0.791832,21,4,47,10,0.182833,Sad,0.29,0.599875,0.538294,2.059478,1.890884,0.40409,0.142007,0.371254,487,0.116085,0.154685,0.131167,0.05527,0.03926,0.088236,0.506912,4f12dcd9.json,Sad,0.447935,296.713553,18416.923575,cheating,23,3,0.840316,1,2.740916,83,10
59f3da22,2.942609,97.479856,-32.639928,55.745743,0.883155,44,38,37,18,0.556404,Happy,3.89,0.787635,0.000995,2.159011,3.179229,0.625081,0.413503,0.983388,234,0.791728,0.774735,0.1224,0.016162,0.177982,8e-05,0.588088,b9f579ce.json,Neutral,0.399817,263.926215,12423.850745,cheating,13,6,0.92399,1,1.83659,554,9
4604ad1b,1.094803,70.031475,-37.968235,75.061138,1.385012,26,11,5,26,0.453886,Neutral,6.39,2.0694,0.383976,2.857898,3.925919,0.315197,0.720164,0.821513,479,0.190588,0.621526,0.13693,0.039483,0.034712,0.062802,0.409486,d6226b98.json,Neutral,0.25559,71.40911,14821.186394,cheating,14,1,0.818073,0,7.206104,377,11
72033514,1.146935,85.461166,-36.524742,-58.70996,1.83488,32,18,13,10,0.374772,Neutral,7.3,0.608999,0.481311,1.838945,1.360596,0.263631,0.620992,0.863533,323,0.713923,0.457736,0.062186,0.090369,0.186279,0.13819,0.599091,97c30208.json,Happy,0.721164,90.422485,11664.184495,cheating,25,8,0.910276,0,1.916246,93,20
dd766cbb,1.455028,66.606995,-36.430188,100.330698,1.109032,9,41,1,2,0.269561,Happy,1.9,1.077482,0.130219,2.304886,1.910295,0.574462,0.541218,0.967628,343,0.644651,0.348023,0.105265,0.095538,0.079065,0.075423,0.654985,2724f6fc.json,Happy,0.55529,174.699365,6096.423655,cheating,35,3,0.924493,0,9.08104,516,4
2b358645,1.409532,62.642172,-42.31479,-0.846059,0.34914,39,44,21,7,0.111347,Angry,3.94,1.697311,0.594241,0.872733,1.515637,0.459982,0.960611,0.464037,279,0.790062,0.351419,0.058243,0.162677,0.1474,0.173439,0.729347,6e2cbeac.json,Neutral,0.394901,226.205707,4388.282823,cheating,30,0,0.815016,0,2.375424,212,20
b47590f6,1.304862,65.023434,-44.65449,152.429569,0.523735,1,47,20,19,0.553877,Happy,4.62,0.477038,0.069486,2.198932,0.617999,0.958869,0.835478,0.786558,188,0.385464,0.212936,0.178459,0.15364,0.178771,0.162213,0.626755,2577f247.json,Neutral,0.673245,201.938256,12256.044509,cheating,7,4,0.9145,0,3.895821,227,12
a85d442f,1.837137,87.266859,-33.991544,-51.362903,2.095888,8,27,42,0,0.56583,Happy,7.33,2.39178,0.23927,2.105408,3.670137,0.634557,0.530937,0.131599,178,0.708329,0.553793,0.021904,0.093271,0.056423,0.097129,0.354768,bcd2ef5a.json,Happy,0.7748,100.690839,4656.742818,cheating,8,1,0.96416,1,7.711829,63,6
ec98ba12,2.535407,74.777973,-31.341494,-39.920899,2.040966,29,3,18,6,0.224595,Neutral,4.1,2.709721,0.235267,2.192396,2.788494,0.732817,0.863033,0.256347,296,0.091081,0.460361,0.110178,0.185016,0.178558,0.00927,0.464503,afa7e76a.json,Happy,0.950912,158.819449,14766.395378,cheating,9,0,0.867223,0,3.749073,429,16
bbeb7f3b,0.82421,77.928116,-41.213351,-2.03907,0.516749,45,41,8,5,0.27845,Neutral,6.04,0.906779,0.124293,2.569934,3.925713,0.938268,0.594687,0.665432,382,0.268581,0.758708,0.128976,0.035549,0.137101,0.146554,0.537347,004788a3.json,Happy,0.619169,162.394781,8716.272976,cheating,33,7,0.812821,1,8.167655,48,13
7863a256,2.210141,67.834434,-44.645529,57.57777,1.612528,38,29,36,18,0.083785,Neutral,1.36,0.688796,0.975424,0.502536,2.645432,0.492758,0.362297,0.203979,465,0.365265,0.568858,0.067059,0.194446,0.16433,0.147955,0.376001,b638615e.json,Sad,0.665066,106.225104,14885.742178,cheating,35,3,0.981424,1,8.445854,507,20
ebbfb58c,0.935895,82.675542,-43.037866,-102.900007,1.570902,25,34,42,29,0.441604,Angry,2.36,2.716621,0.282797,0.853942,1.672273,0.730034,0.430236,0.395486,523,0.315428,0.786379,0.13029,0.003246,0.049966,0.156393,0.39219,20c86e51.json,Neutral,0.217786,23.167059,18746.279741,cheating,11,7,0.974115,0,2.67841,98,2
34d1210b,0.857197,83.448252,-36.561548,5.245637,2.050276,6,16,42,2,0.022827,Angry,0.9,0.617053,0.344339,1.040344,3.568599,0.116357,0.624024,0.193524,29,0.62129,0.590888,0.139511,0.004944,0.104468,0.156751,0.410911,204b22c2.json,Neutral,0.529705,32.161026,17231.540703,cheating,30,5,0.803973,0,4.714922,360,20
e5a44443,2.382989,74.93728,-30.247549,80.469787,1.049183,28,45,13,22,0.302755,Neutral,7.23,2.134311,0.734478,0.741657,2.64748,0.704557,0.527445,0.841488,272,0.493002,0.711084,0.004415,0.08487,0.041502,0.16702,0.661466,0dde11d8.json,Happy,0.698856,230.273407,4091.798354,cheating,20,0,0.854113,1,8.800224,166,7
4a0e6c86,1.057382,60.08519,-42.047892,1.661543,0.812882,10,40,18,20,0.226534,Angry,3.28,0.888218,0.845038,2.858674,2.741296,0.46315,0.429303,0.829664,75,0.662121,0.399997,0.112195,0.032035,0.012175,0.058025,0.43411,4eefb860.json,Sad,0.530277,30.187477,5789.20667,cheating,25,1,0.913593,1,2.792678,503,7
